ESV,bac1,bac10,bac2,bac3,bac7,bac8,bac9
ESV2909.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV291.1446,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2910.1445,Poor,Partial,Poor,Perfect,Partial,Perfect,Perfect
ESV2911.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2912.1424,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV2913.1481,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2914.1453,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2915.1443,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2916.1443,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV2917.1424,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV2918.1401,Poor,Poor,Poor,Poor,Poor,Partial,Poor
ESV2919.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV292.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2920.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2921.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2922.1470,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2923.1456,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2924.1395,Perfect,Poor,Perfect,Partial,Perfect,Partial,Partial
ESV2925.1455,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2926.1440,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2927.1443,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2928.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2929.1436,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV293.1461,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2930.1463,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2931.1445,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2932.1424,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV2933.1449,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV2934.1448,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2935.1447,Perfect,Poor,Perfect,Poor,Poor,Perfect,Perfect
ESV2936.1463,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2937.1443,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2938.1439,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2939.1389,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV294.1478,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2940.1408,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2941.1467,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2942.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2943.1409,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2944.1461,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV2945.1425,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2946.1385,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2947.1453,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV2948.1424,Perfect,Poor,Perfect,Perfect,Partial,Partial,Perfect
ESV2949.1419,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV295.1440,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2950.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2951.1446,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2952.1426,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2953.1406,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2954.1420,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2955.1411,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2956.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2957.1445,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2958.1471,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2959.1445,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV296.1439,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2960.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2961.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2962.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2963.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2964.1446,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2965.1436,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2966.1454,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2967.1483,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2968.1496,Partial,Partial,Partial,Poor,Partial,Perfect,Perfect
ESV2969.1439,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV297.1387,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2970.1437,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV2971.1426,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2972.1434,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2973.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2974.1458,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2975.1464,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV2976.1387,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2977.1439,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2978.1439,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2979.1456,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV298.1459,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2980.1446,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2981.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2982.1441,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2983.1480,Perfect,Poor,Perfect,Poor,Poor,Perfect,Perfect
ESV2984.1424,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2985.1456,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2986.1473,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2987.1440,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2988.1447,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2989.1442,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV299.1444,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2990.1434,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2991.1448,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2992.1441,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2993.1451,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2994.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2995.1487,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2996.1453,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV2997.1467,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2998.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV2999.1425,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV3.1445,Partial,Partial,Partial,Perfect,Perfect,Perfect,Partial
ESV30.1481,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV300.1445,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3000.1423,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3001.1457,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3002.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3003.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3004.1436,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV3005.1459,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3006.1439,Perfect,Poor,Perfect,Poor,Partial,Perfect,Perfect
ESV3007.1472,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3008.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3009.1423,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV301.1468,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3010.1467,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3011.1526,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3012.1442,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3013.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3014.1434,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3015.1450,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3016.1430,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3017.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3018.1462,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3019.1430,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV302.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3020.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3021.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3022.1446,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3023.1462,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3024.1440,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3025.1412,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3026.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3027.1474,Poor,Poor,Poor,Poor,Poor,Perfect,Poor
ESV3028.1447,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3029.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV303.1436,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV3030.1459,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV3031.1419,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3032.1469,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV3033.1444,Partial,Partial,Partial,Perfect,Perfect,Perfect,Partial
ESV3034.1478,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3035.1450,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3036.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3037.1456,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3038.1448,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3039.1401,Poor,Poor,Poor,Poor,Poor,Poor,Poor
ESV304.1433,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3040.1449,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3041.1449,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3042.1444,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3043.1425,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV3044.1476,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3045.1455,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3046.1499,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3047.1483,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3048.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3049.1462,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV305.1455,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3050.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3051.1445,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3052.1461,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV3053.1407,Perfect,Partial,Perfect,Partial,Perfect,Partial,Partial
ESV3054.1476,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3055.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3056.1449,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3057.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3058.1467,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3059.1407,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV306.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3060.1469,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3061.1454,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3062.1439,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3063.1452,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3064.1443,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV3065.1389,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3066.1417,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV3067.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3068.1483,Perfect,Poor,Perfect,Poor,Poor,Perfect,Perfect
ESV3069.1461,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV307.1444,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV3070.1458,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3071.1442,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3072.1437,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3073.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3074.1455,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3075.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3076.1411,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3077.1407,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3078.1417,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3079.1439,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV308.1445,Partial,Partial,Partial,Perfect,Perfect,Perfect,Partial
ESV3080.1455,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3081.1456,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3082.1457,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3083.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3084.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3085.1442,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3086.1471,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3087.1478,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3088.1432,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV3089.1445,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV309.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3090.1447,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV3091.1422,Perfect,Partial,Perfect,Poor,Perfect,Perfect,Perfect
ESV3092.1476,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3093.1436,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3094.1440,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV3095.1533,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3096.1411,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3097.1384,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3098.1467,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3099.1453,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV31.1442,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV310.1448,Perfect,Poor,Perfect,Poor,Poor,Perfect,Perfect
ESV3100.1436,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3101.1425,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV3102.1449,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3103.1428,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3104.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3105.1431,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3106.1487,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3107.1470,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3108.1470,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV3109.1482,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV311.1426,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3110.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3111.1445,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3112.1440,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3113.1446,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3114.1412,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3115.1462,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3116.1451,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3117.1443,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3118.1423,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3119.1461,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV312.1440,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV3120.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3121.1475,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3122.1461,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV3123.1404,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV3124.1449,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3125.1490,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3126.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3127.1423,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3128.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3129.1418,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV313.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3130.1472,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV3131.1409,Perfect,Partial,Perfect,Perfect,Perfect,Partial,Perfect
ESV3132.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3133.1444,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3134.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3135.1458,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3136.1416,Perfect,Partial,Perfect,Perfect,Partial,Partial,Perfect
ESV3137.1412,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3138.1475,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3139.1385,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV314.1455,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3140.1448,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3141.1444,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3142.1445,Poor,Partial,Poor,Perfect,Partial,Perfect,Perfect
ESV3143.1427,Poor,Poor,Poor,Poor,Poor,Poor,Poor
ESV3144.1450,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3145.1446,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3146.1427,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV3147.1401,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3148.1442,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3149.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV315.1462,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3150.1389,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3151.1387,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3152.1455,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3153.1403,Partial,Perfect,Partial,Partial,Perfect,Perfect,Partial
ESV3154.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3155.1439,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV3156.1434,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3157.1455,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3158.1455,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3159.1475,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV316.1455,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3160.1437,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3161.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3162.1409,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3163.1444,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3164.1478,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3165.1439,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3166.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3167.1460,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3168.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3169.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV317.1439,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3170.1447,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3171.1459,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3172.1452,Perfect,Poor,Perfect,Poor,Poor,Perfect,Perfect
ESV3173.1447,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3174.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3175.1446,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3176.1436,Perfect,Poor,Perfect,Partial,Partial,Perfect,Perfect
ESV3177.1409,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3178.1440,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3179.1448,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV318.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3180.1434,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3181.1426,Perfect,Poor,Perfect,Perfect,Partial,Partial,Perfect
ESV3182.1389,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3183.1431,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3184.1521,Partial,Poor,Partial,Partial,Perfect,Perfect,Partial
ESV3185.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3186.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3187.1463,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3188.1409,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3189.1406,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV319.1496,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3190.1459,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3191.1447,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3192.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3193.1448,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3194.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3195.1440,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3196.1444,Perfect,Perfect,Perfect,Partial,Partial,Perfect,Perfect
ESV3197.1446,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3198.1462,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV3199.1416,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV32.1453,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV320.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
