ESV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ESV764.1450,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,midas_g_764,midas_s_764
ESV765.1478,Bacteria,Actinobacteriota,WCHB1-81,midas_o_765,midas_f_765,midas_g_765,midas_s_765
ESV766.1441,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_351,midas_s_351
ESV767.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,midas_s_306
ESV768.1481,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,midas_s_4
ESV769.1460,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,midas_g_98,midas_s_98
ESV770.1445,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,midas_g_120,midas_s_120
ESV771.1460,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Zoogloea,Zoogloea_ramigera
ESV772.1449,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,midas_s_772
ESV773.1444,Bacteria,Actinobacteriota,Actinobacteria,midas_o_5,midas_f_5,midas_g_399,midas_s_399
ESV774.1442,Bacteria,Chloroflexi,Anaerolineae,SBR1031,midas_f_119,midas_g_119,midas_s_119
ESV775.1438,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,midas_s_101
ESV776.1439,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_23,midas_s_40
ESV777.1426,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,Intestinibacter_bartlettii
ESV778.1448,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_380,midas_s_380
ESV779.1434,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_729,midas_s_729
ESV780.1446,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_644
ESV781.1412,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,midas_f_57,midas_g_57,midas_s_165
ESV782.1459,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,midas_s_782
ESV783.1389,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cereibacter,midas_s_783
ESV784.1458,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,midas_g_627,midas_s_627
ESV785.1457,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_785
ESV786.1473,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,midas_f_269,midas_g_269,midas_s_269
ESV787.1446,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198
ESV788.1449,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_788,midas_s_788
ESV789.1421,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_789,midas_s_789
ESV790.1419,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix_unzii
ESV791.1464,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Thermogutta,midas_s_791
ESV792.1454,Bacteria,Firmicutes,D8A-2,midas_o_13,midas_f_13,midas_g_664,midas_s_792
ESV793.1474,Bacteria,Patescibacteria,Dojkabacteria,midas_o_546,midas_f_546,midas_g_793,midas_s_793
ESV794.1460,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,midas_s_723
ESV795.1406,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,midas_s_795
ESV796.1440,Bacteria,WS1,midas_c_796,midas_o_796,midas_f_796,midas_g_796,midas_s_796
ESV797.1445,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,midas_g_385,midas_s_499
ESV798.1436,Bacteria,Bacteroidota,SJA-28,midas_o_31,midas_f_31,midas_g_171,midas_s_798
ESV799.1455,Bacteria,Firmicutes,midas_c_4,DTU014,midas_f_80,midas_g_336,midas_s_336
ESV800.1448,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,midas_g_800,midas_s_800
ESV801.1481,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,midas_s_4
ESV802.1426,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,midas_f_176,midas_g_176,midas_s_441
ESV803.1461,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,midas_s_48
ESV804.1449,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,OLB8,midas_s_29
ESV805.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,midas_s_805
ESV806.1457,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_785
ESV807.1469,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,midas_s_807
ESV808.1441,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,midas_s_628
ESV809.1451,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Uliginosibacterium,midas_s_809
ESV810.1448,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,midas_g_410,midas_s_410
ESV811.1451,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,midas_g_81,midas_s_202
ESV812.1411,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,midas_s_812
ESV813.1426,Bacteria,Chloroflexi,Anaerolineae,midas_o_1,midas_f_813,midas_g_813,midas_s_813
ESV814.1441,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,midas_s_814
ESV815.1435,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,midas_s_815
ESV816.1427,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,midas_f_176,midas_g_176,midas_s_176
ESV817.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,midas_s_34
ESV818.1438,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter_hydrossis
ESV819.1439,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,midas_g_819,midas_s_819
ESV820.1388,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,Gemmobacter_aquaticus
ESV821.1459,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,midas_s_782
ESV822.1446,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,DMER64,midas_s_82
ESV823.1385,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,midas_s_823
ESV824.1419,Bacteria,Chloroflexi,Anaerolineae,midas_o_1,midas_f_813,midas_g_824,midas_s_824
ESV825.1423,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea,midas_s_825
ESV826.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,midas_s_34
ESV827.1444,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207,midas_s_663
ESV828.1442,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Tetrasphaera,midas_s_220
ESV829.1442,Bacteria,Bacteroidota,SJA-28,midas_o_31,midas_f_31,midas_g_31,midas_s_398
ESV830.1445,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,midas_g_724,midas_s_830
ESV831.1459,Bacteria,Proteobacteria,Gammaproteobacteria,midas_o_26,midas_f_98,midas_g_268,midas_s_268
ESV832.1408,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_72,midas_g_832,midas_s_832
ESV833.1457,Bacteria,Firmicutes,Desulfotomaculia,Desulfotomaculales,Pelotomaculum,midas_g_255,midas_s_833
ESV834.1479,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_raffinolactis
ESV835.1426,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Proteiniclasticum,midas_s_140
ESV836.1483,Bacteria,Actinobacteriota,WCHB1-81,midas_o_765,midas_f_765,midas_g_836,midas_s_836
ESV837.1438,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter_hydrossis
ESV838.1451,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,midas_s_838
ESV839.1479,Bacteria,Caldatribacteriota,Caldatribacteriia,Caldatribacteriales,Caldatribacteriaceae,Ca_Caldatribacterium,midas_s_272
ESV840.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,midas_s_34
ESV841.1439,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,midas_s_841
ESV842.1448,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,midas_f_591,midas_g_591,midas_s_591
ESV843.1446,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,midas_g_843,midas_s_843
ESV844.1437,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Micropruina,Micropruina_glycogenica
ESV845.1438,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Brooklawnia,midas_s_845
ESV846.1455,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade,midas_s_263
ESV847.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,midas_s_34
ESV848.1442,Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,midas_g_43,midas_s_43
ESV849.1412,Bacteria,Chloroflexi,OLB14,midas_o_731,midas_f_731,midas_g_731,midas_s_849
ESV850.1427,Bacteria,Patescibacteria,Microgenomatia,Ca_Roizmanbacteria,midas_f_850,midas_g_850,midas_s_850
ESV851.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter_mayombei
ESV852.1438,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter_hydrossis
ESV853.1453,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Acetomicrobium,midas_s_671
ESV854.1438,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,midas_s_101
ESV855.1443,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,midas_g_855,midas_s_855
ESV856.1442,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,midas_g_497,midas_s_497
ESV857.1448,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,midas_g_410,midas_s_410
ESV858.1453,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,Caldicoprobacter,midas_s_858
ESV859.1426,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,midas_g_859,midas_s_859
ESV860.1453,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,midas_s_743
ESV861.1443,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,midas_s_861
ESV862.1456,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_6,midas_s_862
ESV863.1460,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Ferribacterium,Ferribacterium_limneticum
ESV864.1408,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,midas_g_534,midas_s_864
ESV865.1451,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,midas_g_81,midas_s_865
ESV866.1446,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Contendobacter,midas_s_866
ESV867.1432,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_867,midas_s_867
ESV868.1425,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_105,midas_s_868
ESV869.1456,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60NOR5_clade,midas_s_869
ESV870.1442,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,midas_f_2,midas_g_356,midas_s_356
ESV871.1407,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,midas_g_153,midas_s_153
ESV872.1446,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Contendobacter,midas_s_866
ESV873.1470,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,midas_s_873
ESV874.1423,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea,midas_s_825
ESV875.1447,Bacteria,Firmicutes,Clostridia,Hungateiclostridiaceae,Ruminiclostridium,midas_g_683,midas_s_875
ESV876.1425,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_156,midas_s_876
ESV877.1404,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,midas_s_877
ESV878.1438,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,midas_s_64
ESV879.1449,Bacteria,Firmicutes,Clostridia,Hungateiclostridiaceae,Ruminiclostridium,midas_g_879,midas_s_879
ESV880.1432,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,midas_s_880
ESV881.1451,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix,midas_s_345
ESV882.1431,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,midas_g_882,midas_s_882
ESV883.1451,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,midas_s_270
ESV884.1451,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix,midas_s_884
ESV885.1402,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,midas_s_63
ESV886.1445,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,midas_g_283,midas_s_886
ESV887.1455,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,Simplicispira_piscis
ESV888.1496,Bacteria,Caldatribacteriota,Caldatribacteriia,Caldatribacteriales,Caldatribacteriaceae,Ca_Caldatribacterium,midas_s_77
ESV889.1460,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,Thauera_terpenica
ESV890.1426,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,midas_f_176,midas_g_176,midas_s_441
ESV891.1521,Bacteria,Firmicutes,Clostridia,Eubacteriales,Garciellaceae,Irregularibacter,midas_s_891
ESV892.1436,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosaetaceae,Methanosaeta,midas_s_36
ESV893.1442,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,midas_s_893
ESV894.1436,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_894,midas_s_894
ESV895.1442,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI_0001001-H03,midas_s_895
ESV896.1444,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_896,midas_s_896
ESV897.1425,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_156,midas_s_156
ESV898.1451,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix,midas_s_345
ESV899.1460,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,midas_s_361
ESV900.1455,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,PHOS-HE36,midas_g_179,midas_s_179
ESV901.1450,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,midas_s_901
ESV902.1460,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,midas_s_902
ESV903.1387,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_903,midas_g_903,midas_s_903
ESV904.1444,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group,midas_s_904
ESV905.1449,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,midas_s_905
ESV906.1460,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,midas_s_717
ESV907.1425,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_105,midas_s_661
ESV908.1404,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,midas_s_908
ESV909.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Terrisporobacter,midas_s_78
ESV910.1458,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,midas_g_26,midas_s_74
ESV911.1449,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,midas_f_2,midas_g_290,midas_s_911
ESV912.1467,Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,Dethiobacter,midas_s_912
ESV913.1449,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,midas_g_913,midas_s_913
ESV914.1462,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,Ca_Nitrotoga,midas_s_181
ESV915.1455,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade,midas_s_263
ESV916.1453,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,midas_s_916
ESV917.1446,Bacteria,Firmicutes,Thermovenabulia,Thermovenabulales,Tepidanaerobacter,midas_g_917,midas_s_917
ESV918.1447,Bacteria,Desulfobacterota,midas_c_41,midas_o_918,midas_f_918,midas_g_918,midas_s_918
ESV919.1449,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,OLB8,midas_s_29
ESV920.1445,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,midas_g_120,midas_s_120
ESV921.1439,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,midas_g_921,midas_s_921
ESV922.1425,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_156,midas_s_876
ESV923.1441,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_142,midas_s_923
ESV924.1451,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,midas_s_924
ESV925.1456,Bacteria,Firmicutes,D8A-2,midas_o_13,midas_f_13,midas_g_664,midas_s_925
ESV926.1442,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,midas_s_926
ESV927.1424,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_169,midas_s_243
ESV928.1487,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Syntrophaceae,Syntrophus,midas_s_928
ESV929.1448,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,midas_g_764,midas_s_929
ESV930.1441,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,midas_s_930
ESV931.1451,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix,midas_s_81
ESV932.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,midas_s_932
ESV933.1451,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,midas_s_83
ESV934.1438,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,midas_s_101
ESV935.1442,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Tetrasphaera,midas_s_5
ESV936.1436,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Micropruina,Micropruina_glycogenica
ESV937.1445,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,midas_g_225,midas_s_937
ESV938.1451,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,midas_s_938
ESV939.1403,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,midas_s_939
ESV940.1423,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,midas_g_940,midas_s_940
ESV941.1451,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Brachymonas,Brachymonas_denitrificans
ESV942.1482,Bacteria,Desulfobacterota,Syntrophorhabdia,Syntrophorhabdales,Syntrophorhabdaceae,Syntrophorhabdus,midas_s_41
ESV943.1417,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,Defluviicoccus,midas_s_943
ESV944.1418,Bacteria,Chloroflexi,Anaerolineae,SBR1031,midas_f_944,midas_g_944,midas_s_944
ESV945.1458,Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,midas_f_595,midas_g_945,midas_s_945
ESV946.1481,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,midas_s_4
ESV947.1428,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Leptonema,Leptonema_illini
ESV948.1404,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,midas_s_948
ESV949.1447,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_17,midas_s_60
ESV950.1462,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Geothrix,midas_s_443
ESV951.1462,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,midas_g_951,midas_s_951
ESV952.1446,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,midas_s_952
ESV953.1467,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Ahniella,midas_s_953
ESV954.1425,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_105,midas_s_868
ESV955.1453,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas_denitrificans
ESV956.1425,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_156,midas_s_956
ESV957.1443,Bacteria,Actinobacteriota,Actinobacteria,midas_o_5,midas_f_5,midas_g_957,midas_s_957
ESV958.1449,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,OLB8,midas_s_29
ESV959.1420,Bacteria,Chloroflexi,Anaerolineae,C10-SB1A,midas_f_1,midas_g_425,midas_s_425
ESV960.1520,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_67,midas_g_363,midas_s_363
ESV961.1442,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Tetrasphaera,midas_s_472
